question_id,question_type,orig_target,hypernym,neg1,neg2,neg3,neg4
4537079,existAttr,giraffe,vertebrate,necklace,home appliance,strip,fish
4537079,existAttr,giraffe,animal,chicken,uniform,sign,pitcher
4537080,existAttr,giraffe,giraffe,candle,cheese,cart,card
4537080,existAttr,giraffe,mammal,beer,partition,sea,baked good
4537080,existAttr,giraffe,vertebrate,sponge,chicken,flower,sofa
4537080,existAttr,giraffe,animal,jeep,laptop,hose,shelter
4537081,existAttr,giraffe,giraffe,vest,necklace,pie,tire
4537081,existAttr,giraffe,mammal,hand tool,drum,truck,river
4537081,existAttr,giraffe,vertebrate,placemat,plumbing fixture,roadway,clock
4537081,existAttr,giraffe,animal,knife,tent,cabinet,percussion instrument
4536222,existAttr,bird,bird,cow,swimsuit,floor,dress
4536222,existAttr,bird,vertebrate,vehicle,snowboard,citrus fruit,train
4536222,existAttr,bird,animal,way,band,ketchup,container
11318064,existAttr,bat,bat,store,card,banana,heater
11318064,existAttr,bat,club,dumpster,motorcycle,jacket,plumbing fixture
11318064,existAttr,bat,stick,wine,card,frog,way
61055650,existAttr,clock,clock,backpack,liquid,dress,curtain
61055650,existAttr,clock,instrument,crowd,crown,soil,chair
61055650,existAttr,clock,device,receptacle,bell,knife,baseball equipment
16791401,existAttr,cow,cow,cookie,meat,swimsuit,bird
16791401,existAttr,cow,cattle,game,surfboard,hay,bedding
16791401,existAttr,cow,mammal,store,racket,woman's clothing,oven
16791401,existAttr,cow,vertebrate,tableware,covering,aircraft,bear
16791401,existAttr,cow,animal,furniture,zoo,jacket,seagull
19327554,existAttr,fence,fence,chair,cup,watch,station
19327554,existAttr,fence,barrier,fixture,jet,van,doorway
19327554,existAttr,fence,structure,surface,aircraft,toothbrush,pitcher
19327555,existAttr,fence,fence,fork,luggage,collar,jacket
19327555,existAttr,fence,barrier,pavement,locomotive,facility,branch
19327555,existAttr,fence,structure,pitcher,ring,clock,path
14522549,existAttr,helmet,helmet,dog,truck,tray,bus
14522549,existAttr,helmet,headgear,path,way,top,patio
14522549,existAttr,helmet,covering,pavement,establishment,package,saucer
14522591,existAttr,skateboard,skateboard,glass,knife,comforter,chicken
14522591,existAttr,skateboard,board,beard,wetsuit,strawberry,paved surface
14522592,existAttr,skateboard,skateboard,package,apron,doll,elephant
14522592,existAttr,skateboard,board,apple,shirt,succulent,meat
14522688,existAttr,towel,towel,wine,collar,suitcase,path
14522688,existAttr,towel,piece of cloth,sports equipment,seat,linen,fence
14522688,existAttr,towel,clothing,hay,produce,artwork,cooker
16806593,existAttr,racket,racket,sponge,cage,bedspread,glass
16806593,existAttr,racket,sports equipment,bus,sponge,apple,cabinet
16806593,existAttr,racket,equipment,vehicle,hose,watch,woman's clothing
16806594,existAttr,racket,racket,stadium,sofa,aircraft,cow
16806594,existAttr,racket,sports equipment,drawer,bedroom,pan,vest
16806594,existAttr,racket,equipment,baseball,mask,art,collar
1796985,existAttr,table,table,path,tire,fence,fireplace
1796985,existAttr,table,furniture,zebra,toy,couch,floor
2653651,existAttr,hat,hat,collar,gravel,jeep,robe
2653651,existAttr,hat,headgear,produce,animal,tray,blouse
2653651,existAttr,hat,covering,pen,lettuce,fluid,suit
2653652,existAttr,hat,hat,luggage,meat,jersey,dress
2653652,existAttr,hat,headgear,computer,bull,work surface,blind
2653652,existAttr,hat,covering,blanket,giraffe,platform,laptop
2653653,existAttr,hat,hat,lettuce,apple,racket,ship
2653653,existAttr,hat,headgear,can,refrigerator,boat,lake
2653653,existAttr,hat,covering,lamp,giraffe,refrigerator,appliance
906821,existAttr,helmet,helmet,blind,bench,toilet,river
906821,existAttr,helmet,headgear,dispenser,jeep,napkin,bag
906821,existAttr,helmet,covering,pastry,percussion instrument,graffiti,placemat
906860,existAttr,snowboard,snowboard,hose,carriage,laptop,liquid
906860,existAttr,snowboard,board,path,bull,structure,cupboard
8954980,existAttr,cat,cat,cup,pineapple,motorcycle,bathroom
8954980,existAttr,cat,feline,surface,phone,instrument,neckwear
8954980,existAttr,cat,mammal,giraffe,doorway,orange,swimsuit
8954980,existAttr,cat,vertebrate,blanket,crown,coffee,suit
8954980,existAttr,cat,animal,wetsuit,photographic equipment,canine,curtain
690875,existAttr,blender,blender,kitten,trash,bedspread,sauce
690875,existAttr,blender,mixer,bicycle,motorcycle,oil,rock
690875,existAttr,blender,kitchen utensil,protective garment,appliance,wall,tool
690875,existAttr,blender,utensil,paddle,card,poster,apron
5319251,existAttr,giraffe,giraffe,horse,elephant,boot,skier
5319251,existAttr,giraffe,mammal,cow,girl,bicycle,bird
5319251,existAttr,giraffe,vertebrate,cow,motor vehicle,bear,zebra
5319251,existAttr,giraffe,animal,skier,girl,covering,person
5319421,existAttr,fence,fence,boot,bicycle,ring,blender
5319421,existAttr,fence,barrier,silverware,enclosure,foil,counter
5319421,existAttr,fence,structure,bus,purse,vehicle,station
5319422,existAttr,fence,fence,watch,racket,dispenser,chocolate
5319422,existAttr,fence,barrier,toothbrush,musical instrument,walk,television
5319422,existAttr,fence,structure,bathtub,bottle,tire,pizza
10321188,existAttr,table,table,fireplace,toothbrush,bird,napkin
10321188,existAttr,table,furniture,dock,container,dairy product,seat
10321189,existAttr,table,table,surfboard,brush,canoe,bat
10321189,existAttr,table,furniture,water vehicle,equipment,appliance,canine
10321190,existAttr,table,table,cow,racket,earring,oven
10321190,existAttr,table,furniture,helmet,partition,banana,enclosure
11655436,existAttr,helmet,helmet,lake,jeep,spatula,necklace
11655436,existAttr,helmet,headgear,dish,home appliance,bat,sheep
11655436,existAttr,helmet,covering,jet,swimsuit,chandelier,pot
11655437,existAttr,helmet,helmet,canoe,motorcycle,goat,laptop
11655437,existAttr,helmet,headgear,cupboard,electronic device,shirt,refrigerator
11655437,existAttr,helmet,covering,vertebrate,pitcher,donut,blouse
13810568,existAttr,train,train,cup,tea,lamp,graffiti
13810568,existAttr,train,vehicle,woman's clothing,giraffe,breakfast food,paved surface
16758351,existAttr,surfboard,surfboard,swimsuit,package,uniform,path
16758351,existAttr,surfboard,board,bread,wine,tissue,crown
16757663,existAttr,bat,bat,bridge,pavement,desk,skateboard
16757663,existAttr,bat,club,spoon,board,partition,table
16757663,existAttr,bat,stick,kitchen,motorcycle,bookshelf,mammal
16757667,existAttr,bat,bat,laptop,oven,sweater,wristband
16757667,existAttr,bat,club,chocolate,truck,boy,bush
16757667,existAttr,bat,stick,lid,condiment,hoop,horizontal surface
16757858,existAttr,sand,sand,bus,bed,sink,bracelet
16757858,existAttr,sand,soil,bus,writing device,plant,paper
16757858,existAttr,sand,earth,alcohol,bedding,beard,furniture
8700336,existAttr,wetsuit,wetsuit,planter,horse,train,donut
8700336,existAttr,wetsuit,garment,sauce,surfboard,paper,drawer
8700336,existAttr,wetsuit,clothing,tower,burner,giraffe,pen
10153688,existAttr,table,table,bull,seat,bag,bush
10153688,existAttr,table,furniture,strip,club,picture,bear
10153689,existAttr,table,table,fan,wristband,bedroom,pole
10153689,existAttr,table,furniture,airplane,lid,ornament,shirt
91048878,existAttr,bat,bat,couch,hallway,oven,tie
91048878,existAttr,bat,club,chicken,gravel,blind,pad
91048878,existAttr,bat,stick,monitor,lamp,musical instrument,cupboard
91048881,existAttr,bat,bat,bathroom,platform,cabin,fireplace
91048881,existAttr,bat,club,building,skateboard,pole,weapon
91048881,existAttr,bat,stick,necklace,stove,fixture,sword
1606282,existAttr,surfboard,surfboard,carrot,pie,refrigerator,glass
1606282,existAttr,surfboard,board,cupboard,strawberry,pastry,crowd
8286621,existAttr,racket,racket,bear,doorway,towel,wetsuit
8286621,existAttr,racket,sports equipment,headband,trash,stick,zebra
8286621,existAttr,racket,equipment,bag,trash,vehicle,tie
8286622,existAttr,racket,racket,cart,bicycle,sail,planter
8286622,existAttr,racket,sports equipment,picture,purse,athlete,cleaning tool
8286622,existAttr,racket,equipment,eagle,highway,utensil,pan
8286716,existAttr,hat,hat,earring,can,water,blanket
8286716,existAttr,hat,headgear,root vegetable,sign,store,bracelet
8286716,existAttr,hat,covering,footwear,floor,fruit,source of illumination
12656066,existAttr,bird,bird,watch,fruit,clock,boot
12656066,existAttr,bird,vertebrate,fodder,chair,house,pavement
12656066,existAttr,bird,animal,apron,beer,cucumber,case
14223414,existAttr,table,table,tire,bird,pavement,helmet
14223414,existAttr,table,furniture,necklace,hose,stick,piano
14223415,existAttr,table,table,orange,roadway,pouch,backpack
14223415,existAttr,table,furniture,sausage,bun,wheeled vehicle,cage
216721,existAttr,fork,fork,tire,pole,cabinet,refrigerator
216721,existAttr,fork,cutlery,blender,foil,equine,club
14960086,existAttr,spoon,spoon,oven,broom,vase,trash
14960086,existAttr,spoon,cutlery,keyboard,pad,laptop,oven
8117006,existAttr,wetsuit,wetsuit,uniform,pen,lake,cookie
8117006,existAttr,wetsuit,garment,pad,dock,club,strip
8117006,existAttr,wetsuit,clothing,path,mammal,goat,wall
8117055,existAttr,surfboard,surfboard,package,brush,giraffe,cooker
8117055,existAttr,surfboard,board,bird,pad,chicken,stalk
8117056,existAttr,surfboard,surfboard,cat,pizza,toothbrush,ring
8117056,existAttr,surfboard,board,berry,bottle,jet,drawer
9844367,existAttr,helmet,helmet,wool,bed,necklace,lamp
9844367,existAttr,helmet,headgear,package,lettuce,floor,suit
9844367,existAttr,helmet,covering,shelf,stick,purse,kettle
16758112,existAttr,bird,bird,dress,cheese,baby,frisbee
16758112,existAttr,bird,vertebrate,device,train,dishwasher,cart
16758112,existAttr,bird,animal,jersey,branch,mask,canoe
1452011,existAttr,wetsuit,wetsuit,microwave,dog,ring,artwork
1452011,existAttr,wetsuit,garment,blanket,gravel,motorcycle,bench
1452011,existAttr,wetsuit,clothing,flatware,mask,paved surface,bread
2884996,existAttr,airplane,airplane,blouse,counter,poster,platform
2884996,existAttr,airplane,aircraft,vegetable,acoustic device,toilet,baggage
2884996,existAttr,airplane,vehicle,cleaning tool,wall,bat,seat
13460168,existAttr,television,television,car,comforter,bench,bookshelf
13460168,existAttr,television,electronic device,container,brush,phone,keyboard
13460168,existAttr,television,device,motor vehicle,knife,vessel,vertebrate
17913522,existAttr,table,table,broom,path,bathroom,television
17913522,existAttr,table,furniture,basket,area,bathroom,piano
17913523,existAttr,table,table,drum,crown,airplane,broom
17913523,existAttr,table,furniture,cabinet,vessel,bed,protective covering
4617677,existAttr,child,child,goat,woman,skateboarder,dog
4617677,existAttr,child,person,broccoli,people,cap,elephant
4617678,existAttr,child,child,guy,lady,cat,boy
4617678,existAttr,child,person,headgear,horse,man,bird
6409899,existAttr,cow,cow,apron,collar,bike,donkey
6409899,existAttr,cow,cattle,percussion instrument,tent,elephant,tray
6409899,existAttr,cow,mammal,microwave,pan,access,equine
6409899,existAttr,cow,vertebrate,boy,receptacle,band,airport
6409899,existAttr,cow,animal,pad,earth,collar,soil
9760826,existAttr,fence,fence,dispenser,fur,luggage,donut
9760826,existAttr,fence,barrier,musical instrument,case,earth,instrument
9760826,existAttr,fence,structure,paddle,piece of cloth,crosswalk,appliance
1528244,existAttr,bike,bike,blanket,glaze,cheese,notebook
1528244,existAttr,bike,motor vehicle,structure,vessel,path,electronic device
1528244,existAttr,bike,wheeled vehicle,keyboard instrument,pouch,kitchen appliance,furniture
1528244,existAttr,bike,vehicle,sink,road,bat,soil
13773570,existAttr,clock,clock,dress,cart,bunny,van
13773570,existAttr,clock,instrument,motorcycle,photographic equipment,linen,animal
13773570,existAttr,clock,device,alcohol,chandelier,glove,bedspread
13514942,existAttr,cow,cow,chicken,apron,toilet,aircraft
13514942,existAttr,cow,cattle,athlete,placemat,seagull,writing device
13514942,existAttr,cow,mammal,horse,light fixture,lake,surface
13514942,existAttr,cow,vertebrate,art,facility,fence,station
13514942,existAttr,cow,animal,dispenser,body of water,shelf,scarf
13515218,existAttr,surfboard,surfboard,mask,cow,bed,stove
13515218,existAttr,surfboard,board,food,hoop,animal skin,road
13515275,existAttr,wetsuit,wetsuit,sauce,sand,blender,vest
13515275,existAttr,wetsuit,garment,counter,gun,ocean,weapon
13515275,existAttr,wetsuit,clothing,racket,aquatic bird,monitor,area
284993,existAttr,surfboard,surfboard,hose,bear,bread,napkin
284993,existAttr,surfboard,board,keyboard,chair,sweater,paddle
285077,existAttr,wetsuit,wetsuit,tablecloth,dog,path,cage
285077,existAttr,wetsuit,garment,picture,wagon,dish,instrument
285077,existAttr,wetsuit,clothing,tie,water vehicle,toothbrush,pitcher
15974550,existAttr,racket,racket,blouse,bell,wetsuit,cat
15974550,existAttr,racket,sports equipment,gathering,flower arrangement,station,paved surface
15974550,existAttr,racket,equipment,pipe,art,canine,board
2785127,existAttr,surfboard,surfboard,pizza,racket,ocean,bat
2785127,existAttr,surfboard,board,pan,bookshelf,clock,taxi
2785156,existAttr,sand,sand,doorway,swimsuit,surfer,horse
2785156,existAttr,sand,soil,mammal,train,jacket,bear
2785156,existAttr,sand,earth,walk,canine,boy,equine
2785175,existAttr,wetsuit,wetsuit,broccoli,pen,pipe,river
2785175,existAttr,wetsuit,garment,sweater,fur,scarf,food
2785175,existAttr,wetsuit,clothing,pen,motorcycle,ocean,tabletop
17876793,existAttr,train,train,motorcycle,cookie,truck,television
17876793,existAttr,train,vehicle,taxi,mixer,footwear,cookie
8389497,existAttr,train,train,carriage,dog,cooker,cheese
8389497,existAttr,train,vehicle,horse,club,bike,alcohol
8389498,existAttr,train,train,couch,apron,ocean,crown
8389498,existAttr,train,vehicle,kettle,drum,piano,zebra
696952,existAttr,parrot,parrot,napkin,suit,notebook,river
696952,existAttr,parrot,bird,coat,river,bed,placemat
696952,existAttr,parrot,vertebrate,blender,helmet,donut,enclosure
696952,existAttr,parrot,animal,boot,pipe,helmet,establishment
696953,existAttr,parrot,parrot,tray,fork,newspaper,phone
696953,existAttr,parrot,bird,sail,doll,vest,beer
696953,existAttr,parrot,vertebrate,box,basket,cockpit,home appliance
696953,existAttr,parrot,animal,drawer,path,bicycle,fireplace
697141,existAttr,hat,hat,robe,watch,skateboard,horse
697141,existAttr,hat,headgear,basket,rock,cereal,luggage
697141,existAttr,hat,covering,kitten,building,tower,car
17719480,existAttr,bike,bike,drum,river,strawberry,horse
17719480,existAttr,bike,motor vehicle,spoon,trash,keyboard,sand
17719480,existAttr,bike,wheeled vehicle,sweatshirt,glass,pipe,saucer
17719480,existAttr,bike,vehicle,percussion instrument,tabletop,canoe,monitor
9226343,existAttr,fence,fence,bear,boat,lamp,urinal
9226343,existAttr,fence,barrier,way,dispenser,luggage,headgear
9226343,existAttr,fence,structure,container,counter,cart,blender
1862040,existAttr,zebra,zebra,bike,toothbrush,man,giraffe
1862040,existAttr,zebra,equine,covering,horse,cow,cattle
1862040,existAttr,zebra,mammal,canine,woman,sheep,athlete
1862040,existAttr,zebra,vertebrate,feline,athlete,canine,tool
1862040,existAttr,zebra,animal,covering,bird,sheep,canine
1862043,existAttr,zebra,zebra,cookie,counter,hose,bell
1862043,existAttr,zebra,equine,notepad,baseball equipment,child,jewelry
1862043,existAttr,zebra,mammal,planter,cheese,sofa,vest
1862043,existAttr,zebra,vertebrate,vessel,athlete,wine,person
1862043,existAttr,zebra,animal,stick,wine,person,electrical device
1862044,existAttr,zebra,zebra,motorcycle,sailboat,radio,jersey
1862044,existAttr,zebra,equine,box,lid,writing device,suitcase
1862044,existAttr,zebra,mammal,condiment,person,cupboard,cooker
1862044,existAttr,zebra,vertebrate,stringed instrument,orange,group,beard
1862044,existAttr,zebra,animal,furniture,platform,entrance,bracelet
9581074,existAttr,tablecloth,tablecloth,backpack,zoo,soap,cabin
9581074,existAttr,tablecloth,table linen,blind,feline,donut,giraffe
9581074,existAttr,tablecloth,linen,train,protective covering,cart,mask
9581074,existAttr,tablecloth,covering,jeep,sea,coat,feline
10663846,existAttr,clock,clock,chicken,bat,wall,sink
10663846,existAttr,clock,instrument,seat,artwork,surface,pole
10663846,existAttr,clock,device,club,drum,oven,ring
10663847,existAttr,clock,clock,saucer,chair,couch,urinal
10663847,existAttr,clock,instrument,pad,fruit,artwork,tool
10663847,existAttr,clock,device,headgear,woman's clothing,home appliance,domestic fowl
10663854,existAttr,clock,clock,car,chicken,fruit,planter
10663854,existAttr,clock,instrument,scarf,band,radio,stick
10663854,existAttr,clock,device,doorway,entrance,shoe,planter
824096,existAttr,bench,bench,ocean,racket,sword,keyboard
824096,existAttr,bench,seat,photographic equipment,vertebrate,tie,snowboard
824096,existAttr,bench,furniture,woman's clothing,person,acoustic device,alcohol
10144471,existAttr,airplane,airplane,dog,donut,frisbee,camera
10144471,existAttr,airplane,aircraft,computer,ball,cabinet,strip
10144471,existAttr,airplane,vehicle,bedding,corridor,animal,scarf
10144542,existAttr,hat,hat,napkin,curtain,crown,tablecloth
10144542,existAttr,hat,headgear,bedding,comforter,linen,blind
10144542,existAttr,hat,covering,helmet,crown,bedding,blanket
1497199,existAttr,cup,cup,meat,tablecloth,lettuce,desk
1497199,existAttr,cup,container,musical instrument,water vehicle,toilet,establishment
162320,existAttr,horse,horse,tray,tower,frisbee,baseball
162320,existAttr,horse,equine,food,baseball,bedspread,banana
162320,existAttr,horse,mammal,fluid,headband,root vegetable,pipe
162320,existAttr,horse,vertebrate,refrigerator,enclosure,banana,suitcase
162320,existAttr,horse,animal,gravel,uniform,broom,station
2513115,existAttr,bag,bag,blind,surfboard,pitcher,path
2513115,existAttr,bag,container,trash,sailboat,pie,tabletop
10135079,existAttr,table,table,gravel,planter,cake,bridge
10135079,existAttr,table,furniture,appliance,flatware,wall,saucer
16341309,existAttr,skateboard,skateboard,liquid,knife,cow,kitten
16341309,existAttr,skateboard,board,piano,headband,receptacle,sauce
16341310,existAttr,skateboard,skateboard,jeep,elephant,lamp,table
16341310,existAttr,skateboard,board,card,sand,trash,jewelry
5819449,existAttr,fence,fence,jet,counter,dumpster,dispenser
5819449,existAttr,fence,barrier,chair,clothing,comforter,electrical device
5819449,existAttr,fence,structure,pastry,truck,bike,tabletop
8287688,existAttr,surfboard,surfboard,toothbrush,notepad,dog,suitcase
8287688,existAttr,surfboard,board,succulent,book,mask,parrot
15789656,existAttr,zebra,zebra,backpack,baby,fur,eagle
15789656,existAttr,zebra,equine,bathtub,brush,case,vessel
15789656,existAttr,zebra,mammal,bull,ocean,ship,bird
15789656,existAttr,zebra,vertebrate,floor,alcohol,condiment,chair
15789656,existAttr,zebra,animal,stalk,ornament,headgear,bicycle
17431380,existAttr,bridge,bridge,ring,artwork,fence,pouch
17431380,existAttr,bridge,structure,headgear,partition,stove,planter
17431381,existAttr,bridge,bridge,planter,wristband,cat,collar
17431381,existAttr,bridge,structure,glass,access,canine,baseball
17431382,existAttr,bridge,bridge,sweatshirt,radio,desk,package
17431382,existAttr,bridge,structure,building,counter,fruit,banana
17431386,existAttr,bridge,bridge,bus,doorway,ornament,dispenser
17431386,existAttr,bridge,structure,bookshelf,pot,baked good,tube
17432409,existAttr,bird,bird,bucket,pouch,dispenser,bathroom
17432409,existAttr,bird,vertebrate,saucer,poster,cabinet,locomotive
17432409,existAttr,bird,animal,aircraft,carrot,writing device,swimsuit
415249,existAttr,horse,horse,fireplace,placemat,sandwich,box
415249,existAttr,horse,equine,sauce,baseball,chandelier,strip
415249,existAttr,horse,mammal,cooker,board,tea,fixture
415249,existAttr,horse,vertebrate,home appliance,stove,roadway,cereal
415249,existAttr,horse,animal,garnish,topping,electronic device,appliance
10576733,existAttr,dog,dog,surfboard,horse,jacket,tray
10576733,existAttr,dog,canine,lid,purse,kitchen appliance,photographic equipment
10576733,existAttr,dog,mammal,seagull,establishment,bell,tablecloth
10576733,existAttr,dog,vertebrate,cookie,barrier,jacket,table
10576733,existAttr,dog,animal,small boat,crown,uniform,computer
10576734,existAttr,dog,dog,glove,liquid,necklace,poster
10576734,existAttr,dog,canine,protective covering,motor vehicle,ring,lettuce
10576734,existAttr,dog,mammal,pizza,desk,woody plant,seagull
10576734,existAttr,dog,vertebrate,gun,absorbent material,necklace,chicken
10576734,existAttr,dog,animal,lamp,couch,doll,percussion instrument
10576900,existAttr,ball,ball,dispenser,river,blouse,jersey
10576900,existAttr,ball,sports equipment,cutlery,ring,boot,vase
10576900,existAttr,ball,equipment,poster,card,building,cactus
1286849,existAttr,table,table,backpack,sandwich,cage,shirt
1286849,existAttr,table,furniture,dress,breakfast food,cooker,baggage
15519602,existAttr,helmet,helmet,bed,tire,pole,hallway
15519602,existAttr,helmet,headgear,work surface,cat,store,suit
15519602,existAttr,helmet,covering,sponge,baseball equipment,feed,surfboard
19345549,existAttr,ball,ball,skateboard,floor,bookshelf,dish
19345549,existAttr,ball,sports equipment,necklace,sheet metal,sink,bridge
19345549,existAttr,ball,equipment,tube,dispenser,tool,station
2553888,existAttr,zebra,zebra,pen,bicycle,doorway,sweater
2553888,existAttr,zebra,equine,station,lamp,counter,seat
2553888,existAttr,zebra,mammal,uniform,toothbrush,coffee,trash
2553888,existAttr,zebra,vertebrate,tent,bed,group,cabinet
2553888,existAttr,zebra,animal,dishwasher,bowl,amphibian,sink
2553889,existAttr,zebra,zebra,phone,doll,bell,cupboard
2553889,existAttr,zebra,equine,structure,television,water,shelf
2553889,existAttr,zebra,mammal,equipment,backpack,boat,blanket
2553889,existAttr,zebra,vertebrate,woody plant,television,patio,way
2553889,existAttr,zebra,animal,hair,strip,comforter,wristband
202654,existAttr,skateboard,skateboard,refrigerator,baby,glass,platform
202654,existAttr,skateboard,board,decoration,roadway,radio,garment
11152163,existAttr,sheep,sheep,pipe,dog,van,tray
11152163,existAttr,sheep,mammal,cereal,audience,vegetable,stalk
11152163,existAttr,sheep,vertebrate,athlete,top,fluid,tool
11152163,existAttr,sheep,animal,drum,utensil,mask,pole
191038573,existAttr,cake,cake,skateboard,basket,poster,coat
191038573,existAttr,cake,baked good,container,root vegetable,ball,bird
191038573,existAttr,cake,food,earth,package,headgear,electronic device
191038626,existAttr,knife,knife,drawer,artwork,train,pot
191038626,existAttr,knife,hand tool,sports equipment,keyboard instrument,bedroom furniture,pouch
191038626,existAttr,knife,tool,athlete,fence,wetsuit,couch
14289607,existAttr,airplane,airplane,coffee,juice,bag,bottle
14289607,existAttr,airplane,aircraft,amphibian,guitar,person,store
14289607,existAttr,airplane,vehicle,suit,cookie,cutlery,parrot
7425524,existAttr,dog,dog,doorway,goat,apron,cereal
7425524,existAttr,dog,canine,soup,comforter,stove,piece of cloth
7425524,existAttr,dog,mammal,refrigerator,earth,doorway,access
7425524,existAttr,dog,vertebrate,rock,airplane,couch,citrus fruit
7425524,existAttr,dog,animal,bowl,equipment,flower,vehicle
10226123,existAttr,frisbee,frisbee,chandelier,dog,picture,dumpster
10226123,existAttr,frisbee,toy,musical instrument,towel,countertop,tower
10226124,existAttr,frisbee,frisbee,chandelier,shirt,burger,bed
10226124,existAttr,frisbee,toy,racket,lettuce,boot,jacket
8898316,existAttr,train,train,robe,napkin,fireplace,mask
8898316,existAttr,train,vehicle,path,animal skin,jersey,table
71029205,existAttr,phone,phone,newspaper,pan,elephant,fish
71029205,existAttr,phone,electronic device,brush,watch,camera,furniture
71029205,existAttr,phone,device,walk,cart,canoe,parrot
9410401,existAttr,bus,bus,goat,cooker,oil,laptop
9410401,existAttr,bus,motor vehicle,board,band,tie,light fixture
9410401,existAttr,bus,wheeled vehicle,bun,domestic fowl,uniform,paved surface
9410401,existAttr,bus,vehicle,fluid,bread,skateboard,device
9410402,existAttr,bus,bus,bicycle,wristband,sheep,ring
9410402,existAttr,bus,motor vehicle,amphibian,bird of prey,cattle,towel
9410402,existAttr,bus,wheeled vehicle,apron,weapon,spatula,spear
9410402,existAttr,bus,vehicle,receptacle,donkey,keyboard instrument,flatware
1351193,existAttr,train,train,wristband,lid,car,table
1351193,existAttr,train,vehicle,lid,snowboard,enclosure,strip
1052851,existAttr,clock,clock,desk,bracelet,orange,brush
1052851,existAttr,clock,instrument,kitchen utensil,gravel,jet,oven
1052851,existAttr,clock,device,flatware,tool,antenna,pie
610066,existAttr,giraffe,giraffe,chandelier,fence,artwork,camera
610066,existAttr,giraffe,mammal,bookshelf,building,ocean,band
610066,existAttr,giraffe,vertebrate,ornament,pizza,paved surface,baked good
610066,existAttr,giraffe,animal,eagle,desk,work surface,sweatshirt
610067,existAttr,giraffe,giraffe,cooker,jersey,phone,vest
610067,existAttr,giraffe,mammal,receptacle,suit,branch,partition
610067,existAttr,giraffe,vertebrate,piece of cloth,pot,motor vehicle,jewelry
610067,existAttr,giraffe,animal,ball,plant,knife,ginger
6859235,existAttr,cat,cat,table,counter,airport,seagull
6859235,existAttr,cat,feline,pen,napkin,access,bell
6859235,existAttr,cat,mammal,beard,bedroom furniture,laptop,fixture
6859235,existAttr,cat,vertebrate,protective garment,paddle,table linen,electrical device
6859235,existAttr,cat,animal,cattle,tube,antenna,strip
6859236,existAttr,cat,cat,cow,bird,necklace,cockpit
6859236,existAttr,cat,feline,musical instrument,antenna,bird,surfboard
6859236,existAttr,cat,mammal,toy,toiletry,covering,purse
6859236,existAttr,cat,vertebrate,bookshelf,baggage,bunny,suit
6859236,existAttr,cat,animal,beard,jersey,tablecloth,apple
6859237,existAttr,cat,cat,vase,station,frisbee,sail
6859237,existAttr,cat,feline,cart,skirt,kettle,necklace
6859237,existAttr,cat,mammal,monitor,access,jacket,wagon
6859237,existAttr,cat,vertebrate,ship,path,covering,kitchen appliance
6859237,existAttr,cat,animal,motorcycle,bracelet,tire,book
3153205,existAttr,fork,fork,hose,pipe,carriage,ornament
3153205,existAttr,fork,cutlery,cage,cupboard,blender,hoop
3154058,existAttr,couch,couch,bicycle,platform,refrigerator,poster
3154058,existAttr,couch,seat,roadway,band,seagull,sweet
3154058,existAttr,couch,furniture,instrument,sail,road,vessel
3154059,existAttr,couch,couch,card,headband,towel,phone
3154059,existAttr,couch,seat,bottle,gathering,sailboat,protective garment
3154059,existAttr,couch,furniture,frisbee,condiment,kitten,sculpture
219772,existAttr,collar,collar,necklace,pan,hose,bracelet
219772,existAttr,collar,band,pan,gravel,cupboard,apple
219772,existAttr,collar,strip,bear,fan,glass,suitcase
219795,existAttr,dog,dog,path,pan,vase,antelope
219795,existAttr,dog,canine,board,uniform,walk,toilet
219795,existAttr,dog,mammal,cutlery,coffee,carriage,sweatshirt
219795,existAttr,dog,vertebrate,animal skin,device,countertop,bird
219795,existAttr,dog,animal,headband,suit,feed,bottle
11194033,existAttr,bottle,bottle,pavement,blouse,doorway,cabinet
11194033,existAttr,bottle,vessel,surfboard,case,heater,woman's clothing
11194033,existAttr,bottle,container,cup,fixture,beard,fan
11193025,existAttr,purse,purse,ball,uniform,wool,bottle
11193025,existAttr,purse,bag,flower,bird of prey,shelf,fireplace
11193025,existAttr,purse,container,aircraft,monitor,plumbing fixture,writing device
11193232,existAttr,tablecloth,tablecloth,trash,cockpit,coffee,pond
11193232,existAttr,tablecloth,table linen,bathroom,elephant,flatware,cat
11193232,existAttr,tablecloth,linen,breakfast food,bracelet,taxi,bicycle
11193232,existAttr,tablecloth,covering,pitcher,rabbit,beard,train
5752051,existAttr,can,can,giraffe,carriage,bottle,bed
5752051,existAttr,can,container,cockpit,piece of cloth,cabinet,surface
4470054,existAttr,collar,collar,canoe,couch,boot,taxi
4470054,existAttr,collar,band,stove,notebook,establishment,paper
4470054,existAttr,collar,strip,walk,bed,dish,doll
4470055,existAttr,collar,collar,vase,helmet,motorcycle,patio
4470055,existAttr,collar,band,partition,doll,cheese,sculpture
4470055,existAttr,collar,strip,mixer,bracelet,patio,shoe
4470081,existAttr,dog,dog,donkey,dish,notebook,bat
4470081,existAttr,dog,canine,enclosure,blanket,dock,tent
4470081,existAttr,dog,mammal,station,phone,ball,branch
4470081,existAttr,dog,vertebrate,baseball,canoe,earth,receptacle
4470081,existAttr,dog,animal,club,road,drawer,airplane
919489,existAttr,table,table,cheese,dock,brush,tire
